run_id,scenario,is_attack,window_start_ns,request_rate,put_ratio,get_ratio,delete_ratio,reject_ratio,error_ratio,latency_mean_us,latency_p95_us,input_mean_bytes,input_max_bytes,cpu_percent_mean,rss_kb_mean
bursty-00,bursty,0,1784489930000000000,2.0,1.0,0.0,0.0,0.0,0.0,294976.02,415753.10425,102.0,102.0,0.3316427796212153,1284.0
bursty-00,bursty,0,1784489935000000000,5.0,1.0,0.0,0.0,0.0,0.0,198251.72156,262812.3727999999,102.0,102.0,0.19909009138808573,1284.0
bursty-00,bursty,0,1784489940000000000,4.8,1.0,0.0,0.0,0.0,0.0,194311.02120833332,216414.2782,102.0,102.0,0.39629344284382856,1284.0
bursty-00,bursty,0,1784489945000000000,4.8,1.0,0.0,0.0,0.0,0.0,193788.44675,229565.54069999995,102.0,102.0,0.1975845656334449,1284.0
bursty-00,bursty,0,1784489950000000000,5.0,1.0,0.0,0.0,0.0,0.0,195292.11592,230123.932,102.0,102.0,0.19907298439832574,1284.0
bursty-00,bursty,0,1784489955000000000,4.8,1.0,0.0,0.0,0.0,0.0,196652.49316666668,233173.23969999995,102.0,102.0,0.19912490280277906,1284.0
bursty-00,bursty,0,1784489960000000000,4.8,1.0,0.0,0.0,0.0,0.0,194003.35216666668,230105.654,102.0,102.0,0.39693043298838177,1284.0
bursty-00,bursty,0,1784489965000000000,4.8,1.0,0.0,0.0,0.0,0.0,196568.47141666667,224078.13429999998,102.0,102.0,0.3974561360394886,1284.0
bursty-00,bursty,0,1784489970000000000,4.8,1.0,0.0,0.0,0.0,0.0,194149.31595833332,209293.86065,102.0,102.0,0.39808221354102197,1284.0
bursty-00,bursty,0,1784489975000000000,4.8,1.0,0.0,0.0,0.0,0.0,202518.24270833333,233843.22664999997,102.0,102.0,0.1990102697876553,1284.0
bursty-00,bursty,0,1784489980000000000,1.4,1.0,0.0,0.0,0.0,0.0,196479.56242857143,207332.69759999998,102.0,102.0,0.0,1284.0
